date_range,source_city_name,brand_name,top_slug,mid_slug,leaf_slug,source_sku_id,sku_description,sku_weight,total_quantity
2024-05-13,Bangalore,Glow Glisten,beauty-hygiene,skin-care,face-care,401994,"Vitamin B5, Oil-Free Moisturizer With Zinc",3 pcs,3.01
2023-08-03,Visakhapatnam,Korean Essence,beauty-hygiene,skin-care,face-care,401851,Vitamin C Sleeping Mask,20 g,1
2023-09-10,Gurgaon,Glow Glisten,beauty-hygiene,skin-care,face-care,402566,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",150 ml,1
2024-01-14,Patna,Glow Glisten,beauty-hygiene,skin-care,face-care,402154,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,1
2023-11-07,Mumbai,Glow Glisten,beauty-hygiene,skin-care,face-care,402566,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 pcs,6
2024-02-27,Pune,Pure Care,beauty-hygiene,skin-care,face-care,402554,Pure Care Double Cleanse,20 g,2
2024-03-31,Gurgaon,Glow Glisten,beauty-hygiene,skin-care,face-care,402050,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",3 pcs,3
2023-09-29,Nagpur,Glow Glisten,beauty-hygiene,skin-care,face-care,402154,"Vitamin B5, Oil-Free Moisturizer With Zinc",300 ml,0
2023-07-30,Pune,Glow Glisten,beauty-hygiene,skin-care,face-care,402073,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,1
2023-11-25,Pune,Glow Glisten,beauty-hygiene,skin-care,face-care,401942,"Vitamin B5, Oil-Free Moisturizer With Zinc",150 ml,1
2023-08-22,Bangalore,Pure Care,beauty-hygiene,skin-care,face-care,402687,Pure Care Double Cleanse,40 ml,0
2023-09-09,Bangalore,Glow Glisten,beauty-hygiene,skin-care,face-care,401942,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,4
2024-02-22,Vijayawada-Guntur,Glow Glisten,beauty-hygiene,skin-care,face-care,402683,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,8
2023-07-27,Mumbai,Glow Glisten,beauty-hygiene,skin-care,face-care,402687,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,25
2023-09-09,Lucknow-Kanpur,Pure Care,beauty-hygiene,skin-care,face-care,401994,Pure Care Double Cleanse,150 ml,1
2024-04-28,Kolkata,Glow Glisten,beauty-hygiene,skin-care,face-care,402558,"Vitamin B5, Oil-Free Moisturizer With Zinc",300 ml,1
2023-11-14,Kochi,Glow Glisten,beauty-hygiene,skin-care,face-care,402439,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,1
2023-11-08,Hyderabad,Pure Care,beauty-hygiene,skin-care,face-care,402709,Pure Care Double Cleanse,50 ml,1
2024-02-04,Hyderabad,Glow Glisten,beauty-hygiene,skin-care,face-care,402683,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,4
2023-08-24,Noida-Ghaziabad,Glow Glisten,beauty-hygiene,skin-care,face-care,402687,"Vitamin B5, Oil-Free Moisturizer With Zinc",50 ml,0
2023-10-03,Ranchi,Glow Glisten,beauty-hygiene,skin-care,face-care,402928,"Vitamin B5, Oil-Free Moisturizer With Zinc",300 ml,1
2024-05-19,Hyderabad,Glow Glisten,beauty-hygiene,skin-care,face-care,401552,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,4
2023-10-03,Noida-Ghaziabad,Glow Glisten,beauty-hygiene,skin-care,face-care,402837,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,5
2024-02-27,Bangalore,Pure Care,beauty-hygiene,skin-care,face-care,402158,Pure Care Double Cleanse,50 ml,1
2024-05-01,Mumbai,Glow Glisten,beauty-hygiene,skin-care,face-care,402709,"Vitamin B5, Oil-Free Moisturizer With Zinc",150 ml,1
2024-01-03,Gurgaon,Glow Glisten,beauty-hygiene,skin-care,face-care,402067,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,19
2023-07-02,Indore,Glow Glisten,beauty-hygiene,skin-care,face-care,402495,"Vitamin B5, Oil-Free Moisturizer With Zinc",145 ml,1
2024-05-04,Mumbai,Glow Glisten,beauty-hygiene,makeup,lips,401474,"Vitamin B5, Oil-Free Moisturizer With Zinc",5 g,2
2024-01-06,Patna,Glow Glisten,beauty-hygiene,skin-care,face-care,401722,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,1
2023-10-28,Noida-Ghaziabad,Pure Care,beauty-hygiene,skin-care,face-care,402859,Pure Care Double Cleanse,300 ml,5
2023-09-25,Gurgaon,Glow Glisten,beauty-hygiene,skin-care,face-care,402495,"Vitamin B5, Oil-Free Moisturizer With Zinc",300 ml,1
2023-08-10,Bangalore,Glow Glisten,beauty-hygiene,skin-care,face-care,401994,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",50 ml,0
2023-11-08,Mysore,Glow Glisten,beauty-hygiene,skin-care,face-care,401462,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,1
2023-12-05,Gurgaon,Pure Care,beauty-hygiene,makeup,lips,402135,Pure Care Double Cleanse,5 g,1
2024-01-14,Nagpur,Glow Glisten,beauty-hygiene,skin-care,face-care,402928,"Vitamin B5, Oil-Free Moisturizer With Zinc",150 ml,1
2023-11-03,Jaipur,Glow Glisten,beauty-hygiene,skin-care,face-care,402554,"Vitamin B5, Oil-Free Moisturizer With Zinc",40 ml,1
2023-08-31,Bangalore,Pure Care,beauty-hygiene,skin-care,face-care,402240,Peach Milk Moisturizer ,20 g,4
2023-10-23,Ranchi,Glow Glisten,beauty-hygiene,skin-care,face-care,402495,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,1
2024-05-03,Kolkata,Glow Glisten,beauty-hygiene,skin-care,face-care,402558,"Vitamin B5, Oil-Free Moisturizer With Zinc",3 pcs,1
2023-11-17,Bangalore,Glow Glisten,beauty-hygiene,skin-care,face-care,402495,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,2
2023-07-24,Gurgaon,Glow Glisten,beauty-hygiene,skin-care,face-care,401669,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,7
2023-11-15,Gurgaon,Glow Glisten,beauty-hygiene,skin-care,face-care,401752,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,4
2023-12-07,Gurgaon,Glow Glisten,beauty-hygiene,skin-care,face-care,402558,"Vitamin B5, Oil-Free Moisturizer With Zinc",100 ml,7
2023-12-14,Mumbai,Glow Glisten,beauty-hygiene,skin-care,face-care,401669,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,1
2024-02-11,Agra,Glow Glisten,beauty-hygiene,skin-care,face-care,402439,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,12
2023-10-13,Hyderabad Rural,Pure Care,beauty-hygiene,skin-care,face-care,401954,Pure Care Double Cleanse,20 g,2
2023-10-06,Lucknow-Kanpur,Glow Glisten,beauty-hygiene,skin-care,face-care,402158,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,1
2024-05-19,Gurgaon,Glow Glisten,beauty-hygiene,makeup,lips,402050,"Vitamin B5, Oil-Free Moisturizer With Zinc",5 g,2
2024-02-04,Ahmedabad-Gandhinagar,Glow Glisten,beauty-hygiene,skin-care,face-care,402345,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,1
2023-07-26,Mumbai,Glow Glisten,beauty-hygiene,skin-care,face-care,402067,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,18
2024-05-02,Jaipur,Glow Glisten,beauty-hygiene,skin-care,face-care,402158,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,1
2024-04-03,Hyderabad,Pure Care,beauty-hygiene,makeup,lips,401552,Peach Milk Moisturizer ,5 g,2
2024-05-27,Chennai,Glow Glisten,beauty-hygiene,skin-care,face-care,402073,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,1
2023-12-16,Bangalore,Pure Care,beauty-hygiene,skin-care,face-care,401752,Peach Milk Moisturizer ,50 ml,1
2024-01-23,Ahmedabad-Gandhinagar,Glow Glisten,beauty-hygiene,skin-care,face-care,401669, Advance Ultra Hydrating Lotion With Shea Butter & Niacinamide,20 g,2
2024-02-25,Indore,Glow Glisten,beauty-hygiene,skin-care,face-care,402345,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,1
2024-05-18,Lucknow-Kanpur,Glow Glisten,beauty-hygiene,skin-care,face-care,402566,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,1
2024-02-28,Ahmedabad-Gandhinagar,Glow Glisten,beauty-hygiene,skin-care,face-care,402240,"Vitamin B5, Oil-Free Moisturizer With Zinc",50 ml,1
2023-09-07,Lucknow-Kanpur,Glow Glisten,beauty-hygiene,skin-care,face-care,402073,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",50 ml,1
2023-09-19,Gurgaon,Glow Glisten,beauty-hygiene,skin-care,face-care,402928,"Vitamin B5, Oil-Free Moisturizer With Zinc",145 ml,0
2023-12-16,Vijayawada-Guntur,Glow Glisten,beauty-hygiene,skin-care,face-care,401851,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,1
2023-08-09,Hyderabad,Glow Glisten,beauty-hygiene,skin-care,face-care,402050,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,1
2023-10-20,Hyderabad,Glow Glisten,beauty-hygiene,skin-care,face-care,402439,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,23
2023-12-15,Lucknow-Kanpur,Glow Glisten,beauty-hygiene,skin-care,face-care,401954,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,2
2023-09-19,Gurgaon,Glow Glisten,beauty-hygiene,skin-care,face-care,402558,"Vitamin B5, Oil-Free Moisturizer With Zinc",50 ml,7
2024-02-24,Bangalore,Glow Glisten,beauty-hygiene,skin-care,face-care,402439,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,3
2024-01-25,Hyderabad,Glow Glisten,beauty-hygiene,skin-care,body-care,402073,"Vitamin B5, Oil-Free Moisturizer With Zinc",18 ml,1
2024-04-02,Bangalore,Glow Glisten,beauty-hygiene,skin-care,face-care,401462, Advance Ultra Hydrating Lotion With Shea Butter & Niacinamide,20 g,3
2023-10-05,Noida-Ghaziabad,Glow Glisten,beauty-hygiene,skin-care,face-care,402439,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",100 ml,7
2024-03-20,Gurgaon,Glow Glisten,beauty-hygiene,skin-care,face-care,402293,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,19
2024-04-26,Bangalore,Glow Glisten,beauty-hygiene,skin-care,face-care,402837,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,5
2023-08-01,Nagpur,Glow Glisten,beauty-hygiene,skin-care,face-care,402135,"Vitamin B5, Oil-Free Moisturizer With Zinc",150 ml,1
2024-02-23,Gurgaon,Glow Glisten,beauty-hygiene,makeup,lips,402345,"Vitamin B5, Oil-Free Moisturizer With Zinc",5 g,2
2024-05-21,Chennai,Glow Glisten,beauty-hygiene,skin-care,body-care,401752,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",18 ml,1
2024-03-13,Gurgaon,Glow Glisten,beauty-hygiene,skin-care,face-care,402773,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,5
2023-09-15,Noida-Ghaziabad,Glow Glisten,beauty-hygiene,skin-care,face-care,401566,"Vitamin B5, Oil-Free Moisturizer With Zinc",300 ml,3
2023-12-07,Mumbai,Glow Glisten,beauty-hygiene,skin-care,face-care,402439,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",100 ml,8
2024-04-28,Vijayawada-Guntur,Glow Glisten,beauty-hygiene,skin-care,face-care,402347,"Vitamin B5, Oil-Free Moisturizer With Zinc",150 ml,1
2023-07-24,Gurgaon,Glow Glisten,beauty-hygiene,makeup,lips,402293,"Vitamin B5, Oil-Free Moisturizer With Zinc",5 g,2
2023-10-01,Mumbai,Glow Glisten,beauty-hygiene,skin-care,face-care,402773,"Vitamin B5, Oil-Free Moisturizer With Zinc",50 ml,4
2023-12-20,Noida-Ghaziabad,Glow Glisten,beauty-hygiene,skin-care,face-care,402837,"Vitamin B5, Oil-Free Moisturizer With Zinc",150 ml,1
2023-08-09,Gurgaon,Glow Glisten,beauty-hygiene,skin-care,face-care,402158,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",300 ml,3
2023-12-15,Chennai,Glow Glisten,beauty-hygiene,makeup,lips,401566,"Vitamin B5, Oil-Free Moisturizer With Zinc",5 g,1
2023-07-20,Mumbai,Glow Glisten,beauty-hygiene,skin-care,face-care,402347,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,21
2023-12-08,Vijayawada-Guntur,Pure Care,beauty-hygiene,skin-care,face-care,401566,Pure Care Double Cleanse,3 pcs,1
2024-05-19,Bangalore,Glow Glisten,beauty-hygiene,skin-care,face-care,402834,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",150 ml,1
2023-07-14,Ahmedabad-Gandhinagar,Pure Care,beauty-hygiene,skin-care,face-care,402240,Pure Care Double Cleanse,20 g,6
2023-08-13,Hyderabad,Glow Glisten,beauty-hygiene,skin-care,face-care,401994,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,10
2024-02-12,Indore,Glow Glisten,beauty-hygiene,skin-care,face-care,402837,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,1
2023-09-04,Mysore,Glow Glisten,beauty-hygiene,skin-care,face-care,402347,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,1
2023-10-29,Bangalore,Glow Glisten,beauty-hygiene,skin-care,face-care,401954,"Vitamin B5, Oil-Free Moisturizer With Zinc",100 ml,7
2024-05-01,Visakhapatnam,Glow Glisten,beauty-hygiene,skin-care,face-care,402196,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,3
2024-05-14,Surat,Glow Glisten,beauty-hygiene,skin-care,face-care,402928,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,2
2023-07-03,Bangalore,Glow Glisten,beauty-hygiene,skin-care,eye-care,402872,"Vitamin B5, Oil-Free Moisturizer With Zinc",50 ml,2
2023-10-07,Bangalore,Glow Glisten,beauty-hygiene,skin-care,face-care,402154,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",3 pcs,1
2023-09-16,Pune,Glow Glisten,beauty-hygiene,skin-care,face-care,402781,"Vitamin B5, Oil-Free Moisturizer With Zinc",150 ml,2
2023-09-20,Mumbai,Glow Glisten,beauty-hygiene,skin-care,face-care,402558,"Vitamin B5, Oil-Free Moisturizer With Zinc",140 ml,1
2023-10-18,Mumbai,Glow Glisten,beauty-hygiene,makeup,lips,402566,"Vitamin B5, Oil-Free Moisturizer With Zinc",5 g,2
2023-11-22,Bangalore,Pure Care,beauty-hygiene,skin-care,face-care,402558,Pure Care Double Cleanse,100 ml,1
2023-09-27,Hyderabad,Pure Care,beauty-hygiene,skin-care,face-care,401752,Pure Care Double Cleanse,50 ml,1
2023-11-04,Mysore,Glow Glisten,beauty-hygiene,skin-care,face-care,402923,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,1
2024-05-26,Gurgaon,Glow Glisten,beauty-hygiene,skin-care,face-care,402425,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",150 ml,3
2024-01-16,Bangalore,Glow Glisten,beauty-hygiene,skin-care,face-care,402683,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",150 ml,6
2024-03-12,Pune,Pure Care,beauty-hygiene,skin-care,face-care,402135,Pure Care Double Cleanse,20 g,1
2023-12-04,Gurgaon,Glow Glisten,beauty-hygiene,skin-care,face-care,402636,"Vitamin B5, Oil-Free Moisturizer With Zinc",150 ml,0
2023-09-22,Chennai,Pure Care,beauty-hygiene,skin-care,face-care,402240,Pure Care Double Cleanse,150 ml,2
2023-07-27,Bangalore,Glow Glisten,beauty-hygiene,skin-care,face-care,402923,"Vitamin B5, Oil-Free Moisturizer With Zinc",150 ml,1
2024-02-07,Bangalore,Glow Glisten,beauty-hygiene,skin-care,body-care,402709,"Vitamin B5, Oil-Free Moisturizer With Zinc",40 ml,1
2024-01-11,Gurgaon,Glow Glisten,beauty-hygiene,skin-care,face-care,402859,"Vitamin B5, Oil-Free Moisturizer With Zinc",50 ml,5
2023-09-16,Visakhapatnam,Glow Glisten,beauty-hygiene,skin-care,face-care,401994,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,1
2024-05-24,Chennai,Glow Glisten,beauty-hygiene,skin-care,face-care,402687,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",150 ml,4
2023-08-26,Bangalore,Pure Care,beauty-hygiene,skin-care,face-care,401474,Pure Care Double Cleanse,150 ml,2
2023-11-11,Chennai,Glow Glisten,beauty-hygiene,skin-care,face-care,402240,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",50 ml,1
2023-07-28,Hyderabad,Glow Glisten,beauty-hygiene,skin-care,face-care,402773,"Vitamin B5, Oil-Free Moisturizer With Zinc",160 ml,2
2023-09-17,Gurgaon,Pure Care,beauty-hygiene,skin-care,face-care,402687,Pure Care Double Cleanse,20 g,3
2023-10-14,Gurgaon,Glow Glisten,beauty-hygiene,skin-care,face-care,402928,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,1
2023-10-24,Noida-Ghaziabad,Glow Glisten,beauty-hygiene,skin-care,face-care,401942,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,1
2023-10-07,Nagpur,Glow Glisten,beauty-hygiene,skin-care,face-care,402837,"Vitamin B5, Oil-Free Moisturizer With Zinc",100 ml,1
2024-01-30,Noida-Ghaziabad,Pure Care,beauty-hygiene,skin-care,face-care,402859,Pure Care Double Cleanse,20 g,1
2024-02-25,Bangalore,Glow Glisten,beauty-hygiene,skin-care,face-care,402923,"Vitamin B5, Oil-Free Moisturizer With Zinc",140 ml,1
2023-12-05,Bangalore,Glow Glisten,beauty-hygiene,makeup,lips,402425,"Vitamin B5, Oil-Free Moisturizer With Zinc",5 g,0
2023-10-13,Visakhapatnam,Glow Glisten,beauty-hygiene,skin-care,face-care,402558,"Vitamin B5, Oil-Free Moisturizer With Zinc",150 ml,1
2024-04-13,Bangalore,Glow Glisten,beauty-hygiene,skin-care,face-care,402636,"Vitamin B5, Oil-Free Moisturizer With Zinc",160 ml,1
2023-07-01,Hyderabad,Glow Glisten,beauty-hygiene,skin-care,face-care,402073,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,13
2023-09-13,Noida-Ghaziabad,Glow Glisten,beauty-hygiene,skin-care,face-care,402834,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,1
2024-01-31,Gurgaon,Glow Glisten,beauty-hygiene,skin-care,face-care,402923,"Vitamin B5, Oil-Free Moisturizer With Zinc",150 ml,2
2023-12-04,Mumbai,Glow Glisten,beauty-hygiene,skin-care,face-care,402101,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,8
2023-08-07,Gurgaon,Glow Glisten,beauty-hygiene,skin-care,face-care,402558,"Vitamin B5, Oil-Free Moisturizer With Zinc",160 ml,0
2023-08-26,Nagpur,Pure Care,beauty-hygiene,skin-care,face-care,402781,Pure Care Double Cleanse,20 g,1
2023-11-24,Jaipur,Glow Glisten,beauty-hygiene,skin-care,face-care,401942,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,1
2023-07-19,Bangalore,Glow Glisten,beauty-hygiene,skin-care,face-care,402050,"Vitamin B5, Oil-Free Moisturizer With Zinc",300 ml,3
2023-08-28,Hyderabad,Glow Glisten,beauty-hygiene,skin-care,face-care,402345,"Vitamin B5, Oil-Free Moisturizer With Zinc",50 ml,1
2024-05-20,Chennai,Pure Care,beauty-hygiene,skin-care,face-care,402495,Pure Care Double Cleanse,3 pcs,2
2024-04-25,Kozhikode,Pure Care,beauty-hygiene,skin-care,body-care,402411,Peach Milk Moisturizer ,18 ml,1
2024-02-02,Visakhapatnam,Glow Glisten,beauty-hygiene,skin-care,face-care,402439,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",150 ml,3
2024-04-24,Chennai,Glow Glisten,beauty-hygiene,skin-care,face-care,402859,"Vitamin B5, Oil-Free Moisturizer With Zinc",100 ml,1
2024-01-04,Vijayawada-Guntur,Pure Care,beauty-hygiene,skin-care,face-care,402558,Pure Care Double Cleanse,160 ml,1
2023-10-31,Gurgaon,Pure Care,beauty-hygiene,skin-care,face-care,401954,Pure Care Double Cleanse,20 g,16
2024-04-27,Indore,Glow Glisten,beauty-hygiene,skin-care,face-care,401566,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,1
2023-10-30,Visakhapatnam,Glow Glisten,beauty-hygiene,skin-care,body-care,402135,"Vitamin B5, Oil-Free Moisturizer With Zinc",18 ml,1
2024-01-09,Pune,Glow Glisten,beauty-hygiene,skin-care,face-care,402683,"Vitamin B5, Oil-Free Moisturizer With Zinc",100 ml,2
2023-10-24,Nashik,Pure Care,beauty-hygiene,skin-care,face-care,402293,Pure Care Double Cleanse,20 g,6
2023-09-01,Hyderabad,Glow Glisten,beauty-hygiene,skin-care,eye-care,402135,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 ml,1
2023-11-02,Bhopal,Glow Glisten,beauty-hygiene,skin-care,face-care,401474,"Vitamin B5, Oil-Free Moisturizer With Zinc",3 pcs,1
2024-03-14,Bangalore,Glow Glisten,beauty-hygiene,skin-care,face-care,402425,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,22
2023-07-16,Visakhapatnam,Glow Glisten,beauty-hygiene,skin-care,face-care,402923,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,4
2024-05-06,Bhopal,Pure Care,beauty-hygiene,skin-care,face-care,401474,Pure Care Double Cleanse,20 g,1
2024-01-07,Bangalore,Pure Care,beauty-hygiene,skin-care,body-care,402347,Pure Care Double Cleanse,18 ml,2
2023-08-01,Pune,Glow Glisten,beauty-hygiene,skin-care,face-care,401462,"Vitamin B5, Oil-Free Moisturizer With Zinc",100 ml,1
2024-03-28,Mumbai,Glow Glisten,beauty-hygiene,makeup,lips,402558,"Vitamin B5, Oil-Free Moisturizer With Zinc",5 g,2
2023-11-06,Bhopal,Glow Glisten,beauty-hygiene,skin-care,face-care,402158,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,0
2024-05-16,Hyderabad,Glow Glisten,beauty-hygiene,skin-care,face-care,402941,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,0
2023-12-25,Chennai,Glow Glisten,beauty-hygiene,skin-care,face-care,402279,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,1
2023-10-01,Hyderabad,Glow Glisten,beauty-hygiene,skin-care,face-care,402154,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,1
2023-08-22,Ahmedabad-Gandhinagar,Glow Glisten,beauty-hygiene,skin-care,face-care,401851,"Vitamin B5, Oil-Free Moisturizer With Zinc",150 ml,1
2024-05-20,Bangalore,Glow Glisten,beauty-hygiene,skin-care,face-care,402101,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,7
2024-03-21,Lucknow-Kanpur,Pure Care,beauty-hygiene,skin-care,face-care,402683,Pure Care Double Cleanse,150 ml,1
2023-07-16,Noida-Ghaziabad,Glow Glisten,beauty-hygiene,skin-care,face-care,402439,"Vitamin B5, Oil-Free Moisturizer With Zinc",50 ml,2
2023-12-23,Hyderabad,Glow Glisten,beauty-hygiene,skin-care,face-care,402495,"Vitamin B5, Oil-Free Moisturizer With Zinc",150 ml,2
2023-08-28,Gurgaon,Glow Glisten,beauty-hygiene,skin-care,face-care,401462,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,8
2023-11-05,Hyderabad,Glow Glisten,beauty-hygiene,skin-care,face-care,402067,"Vitamin B5, Oil-Free Moisturizer With Zinc",50 ml,2
2024-04-23,Chandigarh Tricity,Glow Glisten,beauty-hygiene,skin-care,face-care,402773,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,1
2024-01-18,Gurgaon,Glow Glisten,beauty-hygiene,makeup,lips,402687,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",5 g,2
2023-07-07,Surat,Glow Glisten,beauty-hygiene,skin-care,face-care,402558, Advance Ultra Hydrating Lotion With Shea Butter & Niacinamide,50 ml,1
2023-09-17,Chennai,Glow Glisten,beauty-hygiene,makeup,lips,401851,"Vitamin B5, Oil-Free Moisturizer With Zinc",5 g,1
2024-02-03,Hyderabad,Glow Glisten,beauty-hygiene,skin-care,face-care,401752,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,2
2023-12-19,Lucknow-Kanpur,Glow Glisten,beauty-hygiene,skin-care,face-care,401669,"Vitamin B5, Oil-Free Moisturizer With Zinc",3 pcs,1
2024-01-14,Vijayawada-Guntur,Glow Glisten,beauty-hygiene,skin-care,face-care,402709,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,4
2024-01-26,Mumbai,Pure Care,beauty-hygiene,skin-care,face-care,402495,Pure Care Double Cleanse,20 g,2
2023-12-12,Bangalore,Pure Care,beauty-hygiene,skin-care,face-care,402439,Pure Care Double Cleanse,20 g,1
2023-08-12,Indore,Pure Care,beauty-hygiene,skin-care,face-care,402872,Pure Care Double Cleanse,20 g,1
2024-02-02,Hyderabad,Glow Glisten,beauty-hygiene,skin-care,face-care,402073,"Vitamin B5, Oil-Free Moisturizer With Zinc",150 ml,8
2023-10-11,Pune,Glow Glisten,beauty-hygiene,makeup,lips,402345,"Vitamin B5, Oil-Free Moisturizer With Zinc",5 g,1
2024-05-28,Lucknow-Kanpur,Glow Glisten,beauty-hygiene,makeup,lips,402636,"Vitamin B5, Oil-Free Moisturizer With Zinc",5 g,1
2023-07-10,Bhopal,Glow Glisten,beauty-hygiene,skin-care,face-care,402773,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,1
2024-02-09,Mumbai,Glow Glisten,beauty-hygiene,skin-care,face-care,401669,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,5
2023-07-23,Gurgaon,Glow Glisten,beauty-hygiene,skin-care,face-care,402834,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,5
2023-08-02,Bhopal,Glow Glisten,beauty-hygiene,makeup,lips,402709,"Vitamin B5, Oil-Free Moisturizer With Zinc",5 g,0
2023-10-22,Mumbai,Glow Glisten,beauty-hygiene,skin-care,face-care,402941,"Vitamin B5, Oil-Free Moisturizer With Zinc",50 ml,1
2023-11-30,Mumbai,Glow Glisten,beauty-hygiene,skin-care,face-care,402073,"Vitamin B5, Oil-Free Moisturizer With Zinc",300 ml,7
2024-03-29,Noida-Ghaziabad,Glow Glisten,beauty-hygiene,skin-care,face-care,402781,"Vitamin B5, Oil-Free Moisturizer With Zinc",50 ml,3
2023-08-18,Vijayawada-Guntur,Glow Glisten,beauty-hygiene,skin-care,face-care,402923,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,2
